marca_temporal,modalidad,trabajo,tipo_de_trabajo,devops,codificar_por_trabajo,experiencia_en_ti,experiencia_en_codificación_,primera_línea_de_código_en_una_máquina,educación,carreras_o_especialidades,importancia_educación_formal,género,edad_actual_,salario_mensual,programación_scripting_y_lenguajes_de_marcado,librerías_o_web_frameworks,otras_frameworks_librerías_y_herramientas,base_de_datos,plataformas,lenguaje_favorito,lenguaje_más_odiado,framework_favorito,framework_más_odiado,herramientas
2021/03/03 1:27:23 a. m. GMT-3,Hibrído,Nacional (Paraguay),Aps de escritorio o empresariales,Sys Admin,Sí,<5,5-9,<10,Master,Ing. Electrónica,BASTANTE,HOMBRE,20-24,2.192.839 gs a 3.500.000 Gs.,PHP;Java;SQL;Bash/Shell/PowerShell;Dart;Perl;VBA;Genexus;Fox Pro;RPG,React.js;Angular.js;ASP.NET;ASP.NET Core;Spring;Flask;CakePHP;Ruby on Rails;Gatsby,.NET;NET Core;TensorFlow;Unity 3D;Keras;Xamarin;Hadoop;Chef,MariaDB;MongoDB;Firebase;Elasticsearch,Microsoft Windows;iOS;Arduino,VBA,PHP,ASP.NET Core,Express,Slack;Google Suite;Microsoft Azure
2021/03/03 7:05:54 a. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack;Dev mobile;DB Admin;Project Lead,Sys Admin,Sí,10-14,10-14,10-11,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Programación;Análisis de Sistemas,BASTANTE,HOMBRE,30-34,9.000.000 a 12.000.000 Gs.,JavaScript;TypeScript;PHP;Python;HTML/CSS;SQL;Bash/Shell/PowerShell,React.js;Angular;Angular.js;JQuery;Express;Vue.js;Django;Laravel,Node.js;Cordova,MySQL;MariaDB;PostgreSQL;SQLite,GNU/Linux;MacOS;Docker;WordPress;Google Cloud Platform;Arduino,PHP,Objective-C,Laravel,ASP.NET Core,GitHub;Slack;GitLab;Google Suite;Trello;Discord
2021/03/03 9:03:03 a. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack;QA o testing;DB Admin;Project Lead,Sys Admin,Sí,10-14,10-14,18-19,Ed. Universitaria,Ing. Informática,BASTANTE,HOMBRE,30-34,15.000.000 a 18.000.000 Gs.,JavaScript;TypeScript;PHP;Python;Ruby;Java;C;HTML/CSS;SQL;Bash/Shell/PowerShell,React.js;Angular;Angular.js;JQuery;Vue.js;Spring;Flask,Node.js,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;Oracle,GNU/Linux;Docker,JavaScript,PHP,Angular.js,Spring,GitHub;Slack;GitLab;Google Suite;Microsoft Team;Trello
2021/03/03 9:12:35 a. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack,,Sí,<5,<5,<10,Ed. Secundaria;Autodidacta,Programación,+ || -,HOMBRE,20-24,2.192.839 Gs.,JavaScript;PHP;HTML/CSS;SQL,JQuery,,MySQL;MariaDB,GNU/Linux;Microsoft Windows,PHP,,Laravel,,GitHub;Discord
2021/03/03 12:12:33 p. m. GMT-3,Hibrído,Ambas,Dev full-stack,,Sí,<5,5-9,10-11,Ed. Basica;Ed. Secundaria;Autodidacta,Programación;Diseño Gráfico;Otras,BASTANTE,HOMBRE,25-29,2.192.839 gs a 3.500.000 Gs.,JavaScript;PHP;Python;HTML/CSS;SQL,JQuery;Vue.js;Laravel,Node.js;TensorFlow;Cordova,MySQL;MariaDB;Elasticsearch,GNU/Linux;Microsoft Windows;MacOS;Docker;WordPress;Heroku,PHP,COBOL,Laravel,JQuery,GitHub;Slack;Google Suite;Discord
2021/03/03 12:34:21 p. m. GMT-3,Remoto,Internacional,Dev full-stack,,Sí,10-14,15-19,16-17,Ed. Basica;Ed. Secundaria;Autodidacta,Análisis de Sistemas;Ing. Informática,NO,HOMBRE,30-34,> 27.000.000 Gs.,JavaScript;TypeScript;PHP;Ruby;Go;HTML/CSS;SQL;Bash/Shell/PowerShell,React.js;Angular;Angular.js;JQuery;Express;Vue.js;Laravel;CodeIgniter;CakePHP;Ruby on Rails,Node.js;React Native,MySQL;MariaDB;PostgreSQL;SQLite;MongoDB;Redis;DynamoDB;Cassandra,GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Microsoft Azure;WordPress;Google Cloud Platform;Heroku,JavaScript,C,React.js,Spring,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Microsoft Azure;Trello;Discord
2021/03/03 12:58:18 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev front-end,,Sí,<5,5-9,12-13,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Programación;Ing. Informática,BASTANTE,HOMBRE,20-24,< 2.192.839 Gs.,JavaScript;PHP;HTML/CSS;Dart,React.js;JQuery;Laravel;Symfony;CodeIgniter,Node.js;React Native;Flutter,,GNU/Linux;Microsoft Windows;MacOS;WordPress,JavaScript,,,,GitHub;Slack;GitLab;Discord
2021/03/03 1:17:34 p. m. GMT-3,Presencial,Ambas,Dev back-end,,Sí,<5,5-9,18-19,Ed. Universitaria,Ing. Informática,+ || -,MUJER,20-24,7.000.000 a 9.000.000 Gs.,JavaScript;TypeScript;Python;HTML/CSS;SQL,React.js;Express,Node.js;React Native,PostgreSQL;MongoDB,GNU/Linux;Microsoft Windows;MacOS;AWS,TypeScript,,React.js,,GitHub;Slack;GitLab;Google Suite
2021/03/03 1:21:06 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev front-end,,Sí,5-9,5-9,16-17,Ed. Universitaria,Ing. Informática,MUY,HOMBRE,25-29,9.000.000 a 12.000.000 Gs.,JavaScript;TypeScript;Python;Java;Swift,React.js;JQuery;Express;Spring;Django;Gatsby,Node.js;Keras;Hadoop,MongoDB;Redis;Elasticsearch,MacOS;Docker;Google Cloud Platform;iOS,,,,,GitHub;Slack;GitLab;Jira;Google Suite;Confluence
2021/03/03 1:23:34 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end;Dev mobile,,Sí,<5,<5,<10,Ed. Basica;Ed. Secundaria,Ing. Informática,+ || -,HOMBRE,20-24,3.500.000 a 5.000.000 Gs.,JavaScript;TypeScript;Python;HTML/CSS;SQL,React.js;Express,Node.js;React Native,PostgreSQL;SQLite;MongoDB;Redis,GNU/Linux;Microsoft Windows;Docker;AWS;Raspberry Pi;Arduino,TypeScript,PHP,React.js,JQuery,GitHub;Google Suite;Trello;Discord
2021/03/03 1:25:11 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev back-end;Dev front-end;DB Admin,Sys Admin,Sí,<5,<5,<10,Master;Autodidacta,Programación;Análisis de Sistemas,BASTANTE,MUJER,25-29,3.500.000 a 5.000.000 Gs.,JavaScript;TypeScript;PHP;Python;Java;C;HTML/CSS;SQL;Haskell,React.js;Angular;Angular.js;JQuery;Vue.js;Spring;Django;CakePHP,Node.js;React Native,MySQL;PostgreSQL;Microsoft SQL Server;SQLite;Oracle,GNU/Linux;Microsoft Windows;Docker;Kubernetes;Heroku,Java,Assembly,Spring,,GitHub;GitLab;Google Suite;Microsoft Team;Microsoft Azure
2021/03/03 2:07:31 p. m. GMT-3,Remoto,Nacional (Paraguay),DB Admin,Diseñador;Educador,No,30-34,30-34,20-21,Ed. Universitaria;Autodidacta,Programación;Diseño Gráfico,BASTANTE,HOMBRE,50-54,5.000.000 a 7.000.000 Gs.,JavaScript;PHP;Python;HTML/CSS;SQL;Bash/Shell/PowerShell;VBA,Ruby on Rails,,MySQL;PostgreSQL;SQLite,GNU/Linux;Microsoft Windows;Android,Python,Assembly,JQuery,,GitHub;GitLab;Discord
2021/03/03 2:10:58 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev front-end,,Sí,5-9,5-9,16-17,Ed. Universitaria,Ing. Informática,MUY,HOMBRE,25-29,9.000.000 a 12.000.000 Gs.,JavaScript;TypeScript;Python;Java;Swift,React.js;JQuery;Express;Spring;Django;Gatsby,Node.js;Keras;Hadoop,MongoDB;Redis;Elasticsearch,MacOS;Docker;Google Cloud Platform;iOS,,,,,GitHub;Slack;GitLab;Jira;Google Suite;Confluence
2021/03/03 2:17:53 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack;Dev mobile;DB Admin,Inv. Cientifico;Educador,No,<5,<5,<10,Ed. Basica;Ed. Secundaria,Programación,+ || -,HOMBRE,15-19,2.192.839 gs a 3.500.000 Gs.,JavaScript;Python;C++;HTML/CSS;SQL;Dart,React.js;Express;Django;Flask,Node.js;Flutter,MySQL;PostgreSQL;Microsoft SQL Server;SQLite,GNU/Linux;Microsoft Windows;MacOS,Python,PHP,React.js,Angular.js,GitHub;Google Suite;Microsoft Team;Discord
2021/03/03 3:54:32 p. m. GMT-3,Hibrído,Nacional (Paraguay),Aps de escritorio o empresariales;QA o testing;DB Admin,Sys Admin,Sí,15-19,15-19,14-15,Ed. Universitaria,Análisis de Sistemas,+ || -,MUJER,35-39,5.000.000 a 7.000.000 Gs.,JavaScript;Java;HTML/CSS;SQL;Oracle form,JQuery,,MySQL;PostgreSQL;Oracle,Microsoft Windows,SQL,HTML/CSS,,,Microsoft Team
2021/03/03 4:02:11 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack;Aps de escritorio o empresariales;DB Admin,Sys Admin,Sí,5-9,5-9,<10,Ed. Universitaria;Autodidacta,Programación;Análisis de Sistemas;Ing. Informática,NO,HOMBRE,25-29,3.500.000 a 5.000.000 Gs.,JavaScript;PHP;Java;SQL,Vue.js;Laravel,,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB;Oracle;Firebase,Microsoft Windows,PHP,,Vue.js,,GitHub;Slack;GitLab;Microsoft Team;Trello
2021/03/03 5:18:28 p. m. GMT-3,Hibrído,Ambas,Dev back-end,Sys Admin,Sí,5-9,<5,10-11,Ed. Universitaria;Autodidacta,Programación;Análisis de Sistemas,BASTANTE,HOMBRE,30-34,2.192.839 gs a 3.500.000 Gs.,Python;HTML/CSS;Bash/Shell/PowerShell,Django,Pandas;TensorFlow;Keras,MySQL;PostgreSQL;Microsoft SQL Server,GNU/Linux;Microsoft Windows;Docker,Python,JavaScript,Django,JQuery,GitHub;Slack;Google Suite;Discord
2021/03/03 7:48:33 p. m. GMT-3,Remoto,Ambas,Dev mobile,,Sí,5-9,5-9,14-15,Master,Ing. Informática,BASTANTE,HOMBRE,30-34,15.000.000 a 18.000.000 Gs.,Kotlin;Swift;Objective-C,,,,MacOS;iOS,Swift,Objective-C,,,GitHub;Slack;Jira;Google Suite;Confluence;Microsoft Team
2021/03/03 8:21:00 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales;DB Admin,Sys Admin,Sí,10-14,10-14,18-19,Ed. Universitaria,Ing. Informática,+ || -,HOMBRE,35-39,7.000.000 a 9.000.000 Gs.,JavaScript;PHP;Python;Ruby;Java;C;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;VBA;Oracle form,JQuery;Ruby on Rails,,MySQL;PostgreSQL;Firebase,GNU/Linux;Microsoft Windows;WordPress,Ruby,Java,Ruby on Rails,ASP.NET,GitHub;GitLab;Google Suite;Trello
2021/03/03 8:22:51 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales;DB Admin,,Sí,10-14,10-14,14-15,Ed. Basica;Ed. Secundaria;Autodidacta,Programación;Análisis de Sistemas,BASTANTE,HOMBRE,30-34,3.500.000 a 5.000.000 Gs.,JavaScript;Java;C#;SQL,JQuery;ASP.NET;Spring,.NET,PostgreSQL;Microsoft SQL Server,Microsoft Windows,C#,HTML/CSS,ASP.NET,Spring,GitHub;GitLab;Jira;Microsoft Team;Discord
2021/03/03 8:34:51 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack,Sys Admin;Diseñador,Sí,<5,<5,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Programación;Análisis de Sistemas;Ing. Informática;Matemático,MUY,HOMBRE,20-24,2.192.839 gs a 3.500.000 Gs.,JavaScript;PHP;Java;C++;HTML/CSS;SQL;Dart,React.js;Angular.js;JQuery;Laravel;Symfony,Node.js;.NET;Flutter,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;Oracle;Firebase,GNU/Linux;Microsoft Windows;MacOS,PHP,COBOL,Vue.js,Flask,GitHub;Slack;GitLab;Jira;Google Suite;Discord
2021/03/03 8:48:41 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales;Project Lead,,Sí,5-9,5-9,10-11,Ed. Universitaria,Análisis de Sistemas,+ || -,HOMBRE,30-34,9.000.000 a 12.000.000 Gs.,JavaScript;TypeScript;Python;Java;Go;HTML/CSS;SQL;Bash/Shell/PowerShell;Oracle form,React.js;Angular.js,Node.js,PostgreSQL;Oracle,GNU/Linux;MacOS;Docker;AWS,Java,,React.js,,GitHub;Slack;GitLab;Jira;Google Suite;Confluence
2021/03/03 11:04:03 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end;QA o testing;DB Admin,,Sí,5-9,<5,<10,Ed. Universitaria,Análisis de Sistemas,+ || -,MUJER,30-34,3.500.000 a 5.000.000 Gs.,JavaScript;TypeScript;Java;C;HTML/CSS;SQL;Genexus,Angular;JQuery,,PostgreSQL;Oracle,GNU/Linux;Microsoft Windows,TypeScript,Genexus,Angular,Ruby on Rails,GitHub;GitLab;Google Suite
2021/03/04 7:30:20 a. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;Dev front-end;Aps de escritorio o empresariales;DB Admin,,Sí,<5,5-9,<10,Ed. Universitaria;Autodidacta,Ing. Informática,BASTANTE,MUJER,25-29,2.192.839 gs a 3.500.000 Gs.,JavaScript;Python;C;C++;HTML/CSS;SQL;Dart;Oracle form,Express;Vue.js;Django;Flask;Laravel,Node.js;Flutter,MariaDB;PostgreSQL;MongoDB;Oracle,GNU/Linux;Microsoft Windows;Docker,Dart,PHP,Vue.js,Angular,GitHub;GitLab;Google Suite
2021/03/04 8:58:50 a. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales,Educador,Sí,5-9,15-19,14-15,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Análisis de Sistemas,+ || -,HOMBRE,30-34,3.500.000 a 5.000.000 Gs.,Java;C;SQL,Spring,,PostgreSQL,Microsoft Windows,C,Oracle form,Spring,JQuery,GitHub;Slack;Trello
2021/03/04 10:11:20 a. m. GMT-3,Remoto,Internacional,Dev full-stack,,Sí,<5,5-9,10-11,Ed. Universitaria,Ing. Informática,MUY,MUJER,25-29,> 27.000.000 Gs.,JavaScript;TypeScript;PHP;Ruby;Java;HTML/CSS,React.js;JQuery;Express;CodeIgniter;Ruby on Rails,Node.js;Cordova,MySQL;PostgreSQL;Redis,GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Heroku,Ruby,C,Ruby on Rails,Vue.js,GitHub;Slack;Jira;Google Suite;Confluence
2021/03/04 1:38:26 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack;DB Admin;Project Lead,Sys Admin;Data Scientist ML Specialist,Sí,10-14,10-14,16-17,Ed. Universitaria,Programación;Análisis de Sistemas;Otras,MUY,HOMBRE,35-39,9.000.000 a 12.000.000 Gs.,JavaScript;PHP;Python;Java;C;C#;C++;Go;HTML/CSS;SQL;Bash/Shell/PowerShell;R;Dart;VBA;Genexus;Fox Pro,React.js;JQuery;Laravel,Node.js;.NET;Unity 3D;Flutter,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite,GNU/Linux;Microsoft Windows;AWS;Android;Microsoft Azure;WordPress;Google Cloud Platform,C++,,,,GitHub;Slack;GitLab;Jira;Google Suite;Microsoft Team;Trello
2021/03/04 1:43:15 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end,,Sí,5-9,5-9,<10,Ed. Basica;Ed. Secundaria,Ing. Informática,MUY,MUJER,30-34,5.000.000 a 7.000.000 Gs.,Genexus,,,PostgreSQL;Microsoft SQL Server;MongoDB;IBM DB2,Microsoft Windows,,,,,Jira;Microsoft Team
2021/03/04 3:08:31 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack,,Sí,15-19,15-19,14-15,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Análisis de Sistemas,NO,MUJER,30-34,7.000.000 a 9.000.000 Gs.,JavaScript;PHP;Java;HTML/CSS;SQL;Bash/Shell/PowerShell;R,JQuery;Spring,Node.js,PostgreSQL;Oracle,GNU/Linux,SQL,Genexus,Spring,ASP.NET,GitHub;GitLab;Jira;Google Suite;Microsoft Team;Trello;Discord
2021/03/04 3:17:33 p. m. GMT-3,Remoto,Nacional (Paraguay),DB Admin,,No,<5,<5,<10,Ed. Universitaria,Ing. Informática,BASTANTE,HOMBRE,25-29,5.000.000 a 7.000.000 Gs.,Python;C;C#;HTML/CSS;SQL;R,Django,,MySQL;PostgreSQL;Microsoft SQL Server;Oracle,GNU/Linux;Microsoft Windows;MacOS;Heroku,Python,Java,,,GitHub;Slack;GitLab;Google Suite;Microsoft Team;Microsoft Azure;Discord
2021/03/04 3:20:04 p. m. GMT-3,Remoto,Nacional (Paraguay),Project Lead,Data Scientist ML Specialist,Sí,5-9,5-9,14-15,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Ing. Informática,MUY,MUJER,30-34,9.000.000 a 12.000.000 Gs.,JavaScript;PHP;Python;Ruby;Java;C;C#;C++;Go;HTML/CSS;SQL;Bash/Shell/PowerShell;R;Scala;Oracle form;Genexus,JQuery;Django;Flask;Ruby on Rails,Node.js;.NET;Pandas;Hadoop,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;MongoDB;Oracle;Cassandra;IBM DB2,GNU/Linux;Microsoft Windows;Docker;AWS,SQL,PHP,Django,,GitHub;Slack;GitLab;Google Suite;Microsoft Team;Trello
2021/03/04 3:24:08 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales,,Sí,5-9,10-14,18-19,Ed. Universitaria,Ing. Informática,+ || -,HOMBRE,25-29,7.000.000 a 9.000.000 Gs.,JavaScript;Python;Java;HTML/CSS;SQL;Oracle form,React.js;JQuery;Django;Flask,Node.js;Pandas,MySQL;MariaDB;PostgreSQL;SQLite;Oracle,GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Android;Raspberry Pi,Python,Java,Django,Spring,GitHub;Slack;GitLab;Microsoft Team
2021/03/04 3:31:23 p. m. GMT-3,Remoto,Ambas,Dev full-stack;Project Lead,,Sí,10-14,10-14,14-15,Ed. Universitaria,Programación;Análisis de Sistemas;Otras,+ || -,HOMBRE,30-34,9.000.000 a 12.000.000 Gs.,JavaScript;PHP;HTML/CSS;SQL,React.js;JQuery;Vue.js;Laravel,,MySQL;PostgreSQL;MongoDB,GNU/Linux;MacOS;Docker;AWS;Android,PHP,Java,Laravel,,GitHub;Slack;GitLab;Jira;Google Suite;Trello
2021/03/04 3:33:07 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev front-end;QA o testing,,Sí,5-9,<5,<10,Ed. Universitaria,Ing. Informática,+ || -,HOMBRE,30-34,12.000.000 a 15.000.000 Gs.,JavaScript;Java;HTML/CSS;Swift,Angular;Spring,,MySQL;Microsoft SQL Server;Oracle,Microsoft Windows;MacOS,Swift,,Angular,,GitHub;GitLab
2021/03/04 3:33:08 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales,,Sí,<5,<5,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Análisis de Sistemas,+ || -,HOMBRE,20-24,2.192.839 gs a 3.500.000 Gs.,JavaScript;TypeScript;PHP;Python;Ruby;Java;HTML/CSS;SQL,Angular;JQuery;Vue.js;Spring;Laravel;Ruby on Rails,,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite,GNU/Linux;Microsoft Windows;Docker;WordPress;Arduino,JavaScript,Fox Pro,Laravel,Spring,GitHub;Slack;Google Suite;Microsoft Team;Trello;Discord
2021/03/04 3:33:21 p. m. GMT-3,Remoto,Internacional,Dev back-end;Dev mobile,,Sí,10-14,10-14,14-15,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Ing. Informática,NO,HOMBRE,30-34,> 27.000.000 Gs.,JavaScript;PHP;Python;HTML/CSS;SQL;Swift;Objective-C,JQuery;Laravel,Node.js;TensorFlow,MySQL;PostgreSQL,GNU/Linux;Microsoft Windows;MacOS;WordPress;iOS,PHP,Java,Laravel,,GitHub;Slack;GitLab;Jira;Google Suite;Trello
2021/03/04 3:44:26 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev back-end;Dev full-stack;Project Lead,,Sí,10-14,5-9,20-21,Ed. Universitaria,Ing. Informática,+ || -,HOMBRE,35-39,12.000.000 a 15.000.000 Gs.,Python;Java,Spring,,PostgreSQL;Oracle,GNU/Linux;MacOS;Docker,Java,Genexus,Spring,Ruby on Rails,GitHub;Slack;GitLab;Google Suite;Trello
2021/03/04 3:47:05 p. m. GMT-3,Remoto,Internacional,Dev back-end;Dev front-end,,Sí,5-9,5-9,18-19,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Programación;Ing. Informática,BASTANTE,MUJER,30-34,5.000.000 a 7.000.000 Gs.,JavaScript;TypeScript;Python;Java;C;HTML/CSS;SQL;Bash/Shell/PowerShell,Angular;Angular.js;JQuery;Spring;Django;Flask,Node.js,MySQL;PostgreSQL;Microsoft SQL Server;MongoDB;Redis;Oracle,GNU/Linux;Microsoft Windows,Java,,Spring,,GitHub;Slack;GitLab;Jira;Confluence;Discord
2021/03/04 4:01:44 p. m. GMT-3,Presencial,Nacional (Paraguay),Aps de escritorio o empresariales,,Sí,5-9,5-9,12-13,Ed. Universitaria,Análisis de Sistemas,+ || -,HOMBRE,30-34,9.000.000 a 12.000.000 Gs.,JavaScript;TypeScript;PHP;Python;Java;C;HTML/CSS;SQL;Swift,Spring;Flask;Laravel,Cordova,MySQL;PostgreSQL;SQLite,GNU/Linux;Microsoft Windows;Android,Java,,,,GitHub;Slack;GitLab;Microsoft Team;Trello
2021/03/04 4:07:03 p. m. GMT-3,Remoto,Nacional (Paraguay),Project Lead,Sys Admin,Sí,5-9,5-9,<10,Ed. Universitaria,Análisis de Sistemas,BASTANTE,MUJER,30-34,7.000.000 a 9.000.000 Gs.,JavaScript;Ruby;HTML/CSS;SQL,Ruby on Rails,,PostgreSQL;SQLite;Oracle,GNU/Linux;Microsoft Windows,Ruby,Java,Ruby on Rails,,Slack;Microsoft Team
2021/03/04 4:10:14 p. m. GMT-3,Remoto,Ambas,Dev front-end;QA o testing,,Sí,5-9,<5,<10,Ed. Universitaria,Ing. Informática,+ || -,MUJER,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;PHP;Ruby;HTML/CSS;SQL,JQuery;Laravel;Ruby on Rails,,MySQL;PostgreSQL,Microsoft Windows;Heroku,Otro,Assembly,Ruby on Rails,,GitHub;Slack;GitLab;Jira;Confluence
2021/03/04 4:13:04 p. m. GMT-3,Remoto,Nacional (Paraguay),Project Lead,,Sí,5-9,5-9,<10,Ed. Universitaria,Análisis de Sistemas,+ || -,HOMBRE,25-29,9.000.000 a 12.000.000 Gs.,C#;SQL,,.NET,Microsoft SQL Server;Oracle,Microsoft Windows,C#,,ASP.NET Core,,Microsoft Team
2021/03/04 4:24:28 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end,,Sí,<5,<5,<10,Ed. Universitaria,Análisis de Sistemas,BASTANTE,HOMBRE,20-24,3.500.000 a 5.000.000 Gs.,JavaScript;TypeScript;Go,React.js;Angular;Express,Node.js;React Native;Cordova,MySQL;MariaDB;PostgreSQL;Redis;Firebase,GNU/Linux;Microsoft Windows;Docker;AWS,TypeScript,Assembly,Express,ASP.NET Core,GitHub;Slack;Jira;Discord
2021/03/04 4:24:29 p. m. GMT-3,Remoto,Ambas,Dev full-stack;Dev mobile,,Sí,10-14,10-14,10-11,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Ing. Informática,BASTANTE,HOMBRE,35-39,15.000.000 a 18.000.000 Gs.,JavaScript;PHP;HTML/CSS;SQL,React.js;JQuery;Laravel,Node.js;React Native,MySQL;MariaDB,GNU/Linux;Microsoft Windows;AWS,JavaScript,Swift,React.js,Spring,GitHub;Google Suite;Discord
2021/03/04 4:41:48 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev front-end,Educador,Sí,<5,<5,14-15,Ed. Universitaria;Autodidacta,Ing. Informática,MUY,MUJER,30-34,2.192.839 gs a 3.500.000 Gs.,JavaScript;PHP;Ruby;Java;C;Go;HTML/CSS;SQL;Bash/Shell/PowerShell;Genexus,React.js;Django;Gatsby,,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;Oracle,GNU/Linux;Microsoft Windows;Docker;AWS;WordPress;Arduino,Python,PHP,Django,ASP.NET,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Facebook Workplace
2021/03/04 4:45:21 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack,Educador,Sí,15-19,15-19,16-17,Master,Ing. Informática,MUY,HOMBRE,30-34,12.000.000 a 15.000.000 Gs.,JavaScript;PHP;Python;Ruby;Java;C;C#;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;Swift;R;Objective-C;Perl;Oracle form;Genexus,React.js;JQuery;ASP.NET;ASP.NET Core;Vue.js;Spring;Laravel;Symfony;CodeIgniter;Ruby on Rails,Node.js;.NET;NET Core;TensorFlow;Keras,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;Oracle,GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Android;Google Cloud Platform;Kubernetes,Java,C,Spring,Ruby on Rails,GitHub;Slack;GitLab;Jira;Google Suite;Microsoft Team;Trello
2021/03/04 4:54:15 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end;Dev de sistemas embebidos,,Sí,5-9,5-9,10-11,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Programación;Análisis de Sistemas,MUY,MUJER,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;Python;Java;C;HTML/CSS;SQL;Genexus,React.js;JQuery;Django;Flask,Node.js;Pandas;TensorFlow,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;MongoDB;Oracle,GNU/Linux;Microsoft Windows,Python,,Django,,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Trello;Discord
2021/03/04 4:54:23 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev front-end,,Sí,5-9,5-9,16-17,Autodidacta,Programación,BASTANTE,HOMBRE,20-24,2.192.839 gs a 3.500.000 Gs.,JavaScript;HTML/CSS,React.js;Gatsby,,MongoDB;Firebase,GNU/Linux,JavaScript,PHP,React.js,Laravel,GitHub;Slack;Discord
2021/03/04 5:01:50 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end,,Sí,5-9,5-9,14-15,Ed. Secundaria;Autodidacta,Programación;Ing. Informática,NO,HOMBRE,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;Python;Java;C;SQL;Bash/Shell/PowerShell,Spring;Django,Node.js,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite,GNU/Linux;Microsoft Windows;AWS,Otro,C++,Django,Angular.js,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Microsoft Team;Trello;Discord
