"Marca temporal","Modalidad","Trabajo","Tipo de trabajo","DevOps","Codificar por trabajo","Experiencia en TI","Experiencia en codificación ","Primera línea de código en una máquina","Educación","Carreras o especialidades","Importancia educación formal","Género","Edad actual ","Salario mensual","Programación, scripting y lenguajes de marcado","Librerías o web frameworks","Otras frameworks, librerías y herramientas","Base de datos","Plataformas","Lenguaje favorito","Lenguaje más odiado","Framework favorito","Framework más odiado","Herramientas"
"2021/03/01 6:49:37 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador back-end;Aplicaciones de escritorio o empresariales","","No","5 a 9 años","Menos de 5 años","16 a 17 años","Educación universitaria","Análisis de sistemas","Muy importante","Hombre","25 a 29 años","Entre 7.000.000 a 9.000.000 gs","Python;SQL","Django;Flask",".NET","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server","GNU/Linux;Microsoft Windows","Python","JavaScript","Django","Angular","GitHub;Discord"
"2021/03/01 6:51:31 p. m. GMT-3","Remoto","Internacional","Desarrollador back-end;Desarrollador full-stack;Desarrollador mobile;Aplicaciones de escritorio o empresariales","","Sí","10 a 14 años","10 a 14 años","12 a 13 años","Educación básica;Educación secundaria;Educación universitaria;Master;Autodidacta","Programación;Análisis de sistemas;Ingeniero Informática","Bastante importante","Hombre","30 a 34 años","Entre 12.000.000 a 15.000.000 gs","Java","Spring","Node.js;Flutter","MySQL;PostgreSQL;Microsoft SQL Server;MongoDB;Oracle;Firebase;Elasticsearch","MacOS;Docker;Android;iOS;Heroku","Java","PHP","Spring","CodeIgniter","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello;Discord"
"2021/03/01 6:52:06 p. m. GMT-3","Hibrído","Ambas","Desarrollador back-end","Administrador de sistemas;Investigador científico","Sí","10 a 14 años","5 a 9 años","Menos de 10 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Ingeniero Informática","Crítico","Hombre","30 a 34 años","Entre 12.000.000 a 15.000.000 gs","JavaScript;TypeScript;Python;Ruby;Java;C;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;Objective-C;Perl","React.js;Express;Spring;Django;Flask;Ruby on Rails","Node.js;Pandas;TensorFlow;Chef","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;MongoDB;Redis","GNU/Linux;Microsoft Windows;MacOS;Docker;Android;iOS","C","Genexus","Flask","ASP.NET","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Trello;Discord"
"2021/03/01 6:53:45 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Desarrollador mobile;Desarrollador de videojuegos","Administrador de sistemas;Científico de datos o especialista Machine Learning","Sí","5 a 9 años","5 a 9 años","16 a 17 años","Educación básica;Educación secundaria;Educación universitaria","Ingeniero Informática","Bastante importante","Hombre","30 a 34 años","Entre 24.000.000 a 27.000.000 gs","JavaScript;TypeScript;Python;Java;C#;SQL","React.js;Spring","React Native;Unity 3D","PostgreSQL","GNU/Linux;MacOS","Java","RPG","React.js","Angular","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc)"
"2021/03/01 6:54:31 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador full-stack","","Sí","5 a 9 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Ingeniero Informática","Bastante importante","Hombre","20 a 24 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;Python;Java;HTML/CSS;SQL","React.js","Node.js;Pandas","PostgreSQL;Microsoft SQL Server","GNU/Linux;Microsoft Windows","JavaScript","Java","React.js","","GitHub;GitLab"
"2021/03/01 6:56:30 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Desarrollador full-stack","","Sí","Menos de 5 años","Menos de 5 años","16 a 17 años","Educación secundaria","Análisis de sistemas","Más o menos importante","Hombre","20 a 24 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;TypeScript;Python;Java;HTML/CSS;SQL","Angular;Spring","","MySQL;PostgreSQL;Redis;Oracle","GNU/Linux;Docker","Python","","Spring","","GitLab"
"2021/03/01 6:57:43 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador mobile","","Sí","10 a 14 años","Menos de 5 años","14 a 15 años","Educación básica;Educación secundaria;Educación universitaria","Programación;Ingeniero Informática","No importa, no es necesario","Hombre","25 a 29 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;PHP;Python;HTML/CSS;SQL;Dart","React.js;JQuery;ASP.NET;Django;Symfony","Node.js;Flutter","MySQL;PostgreSQL;Elasticsearch","GNU/Linux;Microsoft Windows;Docker;WordPress","JavaScript","","","","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Trello;Discord"
"2021/03/01 6:57:50 p. m. GMT-3","Remoto","Internacional","Desarrollador back-end","","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación universitaria","Ingeniero Informática","Más o menos importante","Hombre","30 a 34 años","Entre 18.000.000 a 21.000.000 gs","Java;SQL","Angular;Spring","","MySQL;MariaDB;MongoDB","Microsoft Windows;Docker;AWS;Kubernetes","Java","JavaScript","Spring","Vue.js","GitHub;Slack;Jira;Google Suite (Docs, Meet, etc);Confluence;Discord"
"2021/03/01 6:58:17 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Desarrollador mobile;Desarrollador de sistemas embebidos;Aplicaciones de escritorio o empresariales;QA o testing;Project Leader","Administrador de sistemas;Educador","Sí","20 a 24 años","20 a 24 años","28 a 29 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Programación;Análisis de sistemas;Ingeniero Informática;Otras","Muy importante","Hombre","35 a 39 años","Entre 21.000.000 a 24.000.000 gs","JavaScript;TypeScript;PHP;Java;C;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;Dart;VBA;Genexus;Fox Pro;RPG","React.js;Angular;JQuery;Vue.js;Spring","React Native;Ansible;Flutter;Puppet;Chef","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB;Redis;Oracle;Firebase;IBM DB2;Elasticsearch","GNU/Linux;Microsoft Windows;MacOS;Docker;Google Cloud Platform;iOS;Kubernetes","Java","PHP","Spring","ASP.NET Core","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello"
"2021/03/01 6:58:18 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end","","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Análisis de sistemas","Bastante importante","Hombre","20 a 24 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;PHP;HTML/CSS","React.js;JQuery;Vue.js;Laravel","","MySQL;PostgreSQL;MongoDB","GNU/Linux;Microsoft Windows","PHP","Java","Laravel","React.js","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Trello"
"2021/03/01 6:59:31 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador full-stack;Project Leader","Administrador de sistemas","Sí","5 a 9 años","5 a 9 años","18 a 19 años","Educación universitaria;Autodidacta","Análisis de sistemas","Muy importante","Mujer","25 a 29 años","Entre 18.000.000 a 21.000.000 gs","JavaScript;TypeScript;Java;HTML/CSS;SQL;Bash/Shell/PowerShell;RPG","Angular;Angular.js;JQuery;Spring","Node.js","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB;Oracle;Firebase;Elasticsearch","GNU/Linux;Microsoft Windows;Docker;AWS;Android;Kubernetes;Heroku","Java","PHP","Spring","CodeIgniter","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello"
"2021/03/01 7:00:26 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador mobile","","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación secundaria;Educación universitaria","Análisis de sistemas","Más o menos importante","Hombre","20 a 24 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;Java;HTML/CSS;SQL;Swift;Objective-C;Dart","JQuery;Vue.js;Spring","Flutter","PostgreSQL;Oracle;Firebase","Microsoft Windows;MacOS;iOS","JavaScript","C","Spring","","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello;Facebook Workplace;Discord"
"2021/03/01 7:03:07 p. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador full-stack","","Sí","Menos de 5 años","Menos de 5 años","10 a 11 años","Educación universitaria;Master","Análisis de sistemas;Otras","Muy importante","Hombre","30 a 34 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;Java;HTML/CSS;SQL;Bash/Shell/PowerShell;Scala","JQuery","","PostgreSQL","GNU/Linux;MacOS","Python","C++","","","Slack;GitLab"
"2021/03/01 7:04:11 p. m. GMT-3","Remoto","Ambas","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack","Diseñador","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación universitaria","Programación;Análisis de sistemas","Muy importante","Hombre","30 a 34 años","Salario mínimo 2.192.839 gs","JavaScript;PHP;HTML/CSS;SQL","JQuery;Laravel","","MySQL;PostgreSQL;Microsoft SQL Server","GNU/Linux;Microsoft Windows","PHP","","Laravel","","GitHub;Slack;Trello"
"2021/03/01 7:04:23 p. m. GMT-3","Hibrído","Ambas","Desarrollador full-stack;Desarrollador mobile;Aplicaciones de escritorio o empresariales;Project Leader","Administrador de sistemas;Diseñador","Sí","10 a 14 años","10 a 14 años","10 a 11 años","Educación universitaria;Autodidacta","Programación;Ingeniero Informática","Más o menos importante","Hombre","30 a 34 años","Entre 12.000.000 a 15.000.000 gs","JavaScript;Python;C++;HTML/CSS;Bash/Shell/PowerShell;Rust","React.js;JQuery;Django;Flask","Node.js;Pandas;React Native;Flutter;Cordova","MySQL;MariaDB;PostgreSQL;SQLite;MongoDB;Redis;Couchbase","GNU/Linux;Microsoft Windows;Android","Python","Fox Pro","Django","Angular.js","GitHub;Slack;GitLab;Trello"
"2021/03/01 7:08:24 p. m. GMT-3","Remoto","Nacional (Paraguay)","Project Leader","","No","15 a 19 años","5 a 9 años","20 a 21 años","Educación universitaria;Master","Ingeniero Informática","Muy importante","Hombre","35 a 39 años","Entre 15.000.000 a 18.000.000 gs","Java;C;C++;SQL","Spring","","MySQL;PostgreSQL;Microsoft SQL Server;Oracle;Firebase;IBM DB2","GNU/Linux;Microsoft Windows","Java","PHP","Spring","Ruby on Rails","Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team"
"2021/03/01 7:18:21 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador full-stack","","Sí","15 a 19 años","10 a 14 años","14 a 15 años","Master","Ingeniero Informática","Más o menos importante","Hombre","35 a 39 años","Entre 12.000.000 a 15.000.000 gs","JavaScript;TypeScript;Python;Java;SQL;R","Vue.js;Spring;Django;Flask","TensorFlow;Keras;Hadoop","Microsoft SQL Server;MongoDB;Oracle","GNU/Linux;Microsoft Windows;Docker","Python","JavaScript","Spring","React.js","GitHub;GitLab;Jira;Confluence"
"2021/03/01 7:19:38 p. m. GMT-3","Remoto","Ambas","Desarrollador full-stack","Científico de datos o especialista Machine Learning","Sí","5 a 9 años","10 a 14 años","14 a 15 años","Master","Ingeniero Informática","Bastante importante","Hombre","30 a 34 años","Más de 27.000.000 gs","JavaScript;Python;HTML/CSS;SQL;R","React.js;Flask","Pandas;TensorFlow;Torch/PyTorch","PostgreSQL;Oracle;Elasticsearch","MacOS;Docker;AWS","Python","PHP","React.js","Spring","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello"
"2021/03/01 7:22:33 p. m. GMT-3","Remoto","Ambas","Desarrollador full-stack;Desarrollador mobile;Project Leader","Administrador de sistemas;Investigador científico","Sí","20 a 24 años","10 a 14 años","10 a 11 años","Master","Ingeniero Informática","Bastante importante","Hombre","35 a 39 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;TypeScript;PHP;Python;Java;HTML/CSS;SQL;Bash/Shell/PowerShell","Angular;Angular.js;JQuery;Vue.js;Laravel","Pandas;TensorFlow;Keras;Cordova","MySQL;MariaDB;PostgreSQL;SQLite;Redis;Firebase","GNU/Linux;MacOS;Docker;AWS;Raspberry Pi;WordPress","TypeScript","Java","Laravel","","GitHub;Slack;GitLab;Jira;Confluence;Trello"
"2021/03/01 7:27:19 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador de sistemas embebidos;Administrador de base de datos","Diseñador","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación universitaria","Análisis de sistemas","Bastante importante","Hombre","30 a 34 años","Entre 9.000.000 a 12.000.000 gs","SQL;Oracle form","","","Oracle","Microsoft Windows","Oracle form","JavaScript","","","Microsoft Team"
"2021/03/01 7:31:48 p. m. GMT-3","Remoto","Internacional","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Administrador de base de datos","","Sí","5 a 9 años","5 a 9 años","10 a 11 años","Educación universitaria","Ingeniero Informática","Más o menos importante","Hombre","30 a 34 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;PHP;HTML/CSS;SQL","React.js;Express;Laravel;Symfony;CodeIgniter","Node.js","MySQL;MariaDB;SQLite;MongoDB","GNU/Linux;Microsoft Windows;Docker;AWS;WordPress","PHP","","Laravel","","GitHub;Slack;Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Trello"
"2021/03/01 7:31:51 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack","Administrador de sistemas","Sí","10 a 14 años","10 a 14 años","10 a 11 años","Educación universitaria","Análisis de sistemas","Muy importante","Hombre","35 a 39 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;PHP;Java;HTML/CSS;SQL;Oracle form","Angular.js;JQuery;Vue.js;Spring","Node.js","MySQL;PostgreSQL;Oracle","GNU/Linux;Microsoft Windows","Java","RPG","Spring","CodeIgniter","GitHub;GitLab;Google Suite (Docs, Meet, etc);Trello"
"2021/03/01 7:32:58 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Desarrollador de sistemas embebidos;Aplicaciones de escritorio o empresariales;QA o testing;Administrador de base de datos;Project Leader","Administrador de sistemas;Científico de datos o especialista Machine Learning;Investigador científico;Diseñador;Educador","Sí","25 a 29 años","25 a 29 años","26 a 27 años","Educación básica;Educación secundaria;Educación universitaria;Master;Doctorado;Autodidacta","Análisis de sistemas;Ingeniero Informática","Bastante importante","Hombre","45 a 49 años","Entre 21.000.000 a 24.000.000 gs","JavaScript;PHP;Python;Java;C;C#;C++;HTML/CSS;SQL;Haskell","Angular;Angular.js;JQuery;Spring;Django","Node.js;Hadoop","MySQL;PostgreSQL;Microsoft SQL Server;SQLite;Oracle;Firebase","GNU/Linux;AWS;WordPress","Java","JavaScript","Spring","","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence"
"2021/03/01 7:34:25 p. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador full-stack;Project Leader","","Sí","10 a 14 años","5 a 9 años","12 a 13 años","Educación secundaria;Autodidacta","Análisis de sistemas","Más o menos importante","Hombre","25 a 29 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;Java;Go;HTML/CSS;SQL;Genexus","React.js;Angular.js;Spring","Node.js","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;MongoDB;Oracle;Firebase","GNU/Linux;Microsoft Windows;MacOS;Docker","Java","Fox Pro","Spring","Angular","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello"
"2021/03/01 7:35:56 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end","","Sí","5 a 9 años","5 a 9 años","10 a 11 años","Educación secundaria;Educación universitaria;Autodidacta","Ingeniero Informática","Más o menos importante","Hombre","35 a 39 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;TypeScript;PHP;Python;Java;HTML/CSS;SQL","Angular;JQuery;Vue.js;Spring;Django;Laravel;CodeIgniter","Node.js","MySQL;MariaDB;PostgreSQL","GNU/Linux;Microsoft Windows;Docker","PHP","C#","Laravel","ASP.NET","Slack;GitLab;Trello"
"2021/03/01 7:38:00 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Project Leader","","Sí","15 a 19 años","10 a 14 años","14 a 15 años","Educación universitaria;Autodidacta","Análisis de sistemas","Más o menos importante","Hombre","35 a 39 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;Python;Java;C#;SQL;Bash/Shell/PowerShell;VBA","JQuery;Vue.js;Spring",".NET;Pandas","MySQL;MariaDB;Microsoft SQL Server;SQLite;MongoDB;Oracle","GNU/Linux;Microsoft Windows;Docker","Python","Java","Vue.js","Spring","GitHub;Jira;Google Suite (Docs, Meet, etc);Microsoft Team"
"2021/03/01 7:39:10 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end","","Sí","5 a 9 años","5 a 9 años","10 a 11 años","Educación universitaria","Análisis de sistemas","No importa, no es necesario","Hombre","30 a 34 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;PHP;HTML/CSS;SQL","","","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;Oracle","Microsoft Windows","PHP","JavaScript","","","GitHub;Google Suite (Docs, Meet, etc);Microsoft Team;Trello"
"2021/03/01 7:39:33 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador full-stack;Desarrollador de sistemas embebidos;Project Leader","","Sí","10 a 14 años","5 a 9 años","18 a 19 años","Educación universitaria","Programación;Análisis de sistemas","Muy importante","Hombre","25 a 29 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;Java;C++;HTML/CSS;SQL","React.js;Angular.js;JQuery;Spring","Node.js","MySQL;MariaDB;PostgreSQL;MongoDB;Redis","GNU/Linux;MacOS;Docker;Raspberry Pi","Java","PHP","Spring","Angular","GitHub;GitLab;Microsoft Team;Trello"
"2021/03/01 7:40:02 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador full-stack;Desarrollador mobile","","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación universitaria;Autodidacta","Programación;Ingeniero Informática","Más o menos importante","Mujer","20 a 24 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;TypeScript;PHP;Python;HTML/CSS;SQL","React.js;Angular;Angular.js;JQuery;Laravel;CodeIgniter","Node.js;React Native","MySQL;MariaDB;PostgreSQL;SQLite","GNU/Linux;Android;iOS","JavaScript","Java","Laravel","","GitHub;Trello"
"2021/03/01 7:40:08 p. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Aplicaciones de escritorio o empresariales;QA o testing;Project Leader","","No","5 a 9 años","Menos de 5 años","18 a 19 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Análisis de sistemas","Bastante importante","Hombre","25 a 29 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;Java;HTML/CSS;SQL;Dart","JQuery;Spring;Django","Flutter","MySQL;PostgreSQL;Microsoft SQL Server;SQLite;Oracle","GNU/Linux;Microsoft Windows;MacOS","Java","PHP","Spring","Angular","GitHub;GitLab;Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Trello;Discord"
"2021/03/01 7:40:22 p. m. GMT-3","Hibrído","Ambas","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Administrador de base de datos","Administrador de sistemas","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación universitaria;Autodidacta","Ingeniero Informática;Otras","Crítico","Hombre","25 a 29 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;TypeScript;PHP;Python;Java;C;C#;C++;HTML/CSS;SQL;Bash/Shell/PowerShell","React.js;Angular;Angular.js;JQuery;Express;Spring;Django;Flask;Laravel","Node.js","MySQL;MariaDB;PostgreSQL;MongoDB;IBM DB2","GNU/Linux;Microsoft Windows;Docker;WordPress;Heroku;Arduino","JavaScript","Fox Pro","React.js","Ruby on Rails","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Trello;Facebook Workplace;Discord"
