,marca_temp,1_ocupacion,2_relacion_contractual,3_mercado_de_trabajo,4_rubro_de_trabajo,5_ROL_de_trabajo,6_años_de_experiencia,7) Nivel de seniority que Ud. considera que posee:,"8) Nivel de seniority que le asignan en su trabajo actual (aunque no sea en forma explícita, si puede inferir igual indique):",9_nivel_educativo,10_lugar_educativo,11_ingreso_mensual_en_dolares,12_beneficios_percibidos,13_remuneracion_vs_compañeros,14_habilidades_tecnicas,15_estimacion_de_vacancias,16_politicas_de_retencion_capacitacion,17_1_factores_opciones_lab,18_2_factores_opciones_lab,19_tuvo_entrev_inter,20_freq_ofert_laboral,21_mayor_dif_x_emp_internacionales,22_percep_señority,23_perf_mas_req,24_educacion_formal_internacionales,25_mayor_desafio_exterior,26_ingles_nivel_min
33,2022-09-15 10:20:20.816,fulltime,r_dependencia,emp_loc_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,11 - 15,Senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,2001 - 2500,"13er salario o aguinaldo, Vacaciones pagas, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Menor,Fullstack,menos de 5,Sí,Remuneración económica,Espacio para crecimiento profesional,Sí,No más de 2 al año,El idioma,Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",El idioma,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
34,2022-09-15 10:23:52.698,fulltime,indef_sin_contrato,emp_loc_cli_ext (puede tener también clientes en PY),Sector financiero,dev / software eng,6.0,Senior,Principal,Grado,Universidad privada del Paraguay,1501 - 2000,"Seguro médico, Jubilación, Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros), gourmet card ",No trabajo para el exterior,DevOps on premises,menos de 5,No,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,No,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
35,2022-09-15 10:24:49.968,fulltime,r_dependencia,emp_local_cli_local,soft. factory / intermediaria,dev / software eng,9.0,Senior,Senior,Grado,Universidad privada del Paraguay,1501 - 2000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Trabajo remoto, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo backend con Java,21 - 30,No,Remuneración económica,Oportunidad de aprendizaje,No,6 a 10 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
36,2022-09-15 10:34:26.877,fulltime,r_dependencia,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,Analista de Sist. / Business Analyst,3.0,Junior,Junior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,menor a 1000,"Jubilación, 13er salario o aguinaldo, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Administración de servidores y/o infraestructura on premises,menos de 5,Sí,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,No,No más de 2 al año,La experiencia previa,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
37,2022-09-15 10:36:43.061,fulltime,indef_sin_contrato,emp_local_cli_local,dev. productos propios,dev / software eng,5.0,Senior,Semi-senior,Grado,Universidad privada del Paraguay,1000 - 1500,"Seguro médico, 13er salario o aguinaldo",Mayor,Genexus ,no sé,No,Modalidad de trabajo remota o híbrida,Oportunidad de crecimiento económico,No,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
38,2022-09-15 10:37:10.152,fulltime,r_dependencia,emp_loc_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,Analista de Sist. / Business Analyst,5.0,Semi-senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1000 - 1500,"Seguro médico, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",Menor,Data analyst/ Modeling/ Viz/ BI,5 - 10,Sí,Modalidad de trabajo remota o híbrida,Ambiente laboral,Sí,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",La falta de experiencia en herramientas o metodologías específicas.,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
39,2022-09-15 10:37:36.482,fulltime,indef_sin_contrato,emp_local_cli_local,Centro Comercial,dev / software eng,11 - 15,Senior,No puedo saber,Grado,Universidad Nacional de Asunción,1501 - 2000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros)",Menor,Desarrollo backend con NodeJS,no sé,No,Oportunidad de crecimiento económico,Espacio para crecimiento profesional,No,No más de 2 al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
40,2022-09-15 10:38:14.410,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),Sector financiero,dev / software eng,10.0,Semi-senior,Mid-level o Associate,Grado,Universidad Nacional de Asunción,4001 - 5000,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros), bonos por opciones accionarias ",Menor,Desarrollo backend con Java,5 - 10,Sí,Espacio para crecimiento profesional,Desafíos,Sí,3 a 5 veces al año,El conocimiento de tecnologías o metodologías específicas,Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
41,2022-09-15 10:46:29.603,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,10.0,Semi-senior,Semi-senior,Grado,Universidad Nacional de Asunción,3501 - 4000,"Seguro médico, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Igual,Desarrollo backend con Java,menos de 5,No,Remuneración económica,Espacio para crecimiento profesional,Sí,Más de 10 veces al año,El idioma,Los criterios son similares.,"Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.",La educación formal local es una desventaja significativa al participar de entrevistas técnicas para el exterior.,El idioma,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
42,2022-09-15 10:48:19.909,fulltime,indef_sin_contrato,emp_local_cli_local,Sector financiero,dev / software eng,6.0,Semi-senior,Semi-senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1000 - 1500,"Seguro médico, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Frontend Angular,21 - 30,Sí,Modalidad de trabajo remota o híbrida,Remuneración inmediata,No,Más de 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.",No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
43,2022-09-15 10:48:47.857,fulltime,r_dependencia,emp_local_cli_local,dev. productos propios,dev / software eng,3.0,Mid-level o Associate,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,menor a 1000,"Seguro médico, 13er salario o aguinaldo, Vacaciones pagas, Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,SQL/PLSQL,21 - 30,Sí,Espacio para crecimiento profesional,Oportunidad de aprendizaje,No,Más de 10 veces al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.",No he participado en procesos de selección para el exterior,La falta de experiencia en herramientas o metodologías específicas.,Poder leer materiales técnicos
44,2022-09-15 10:50:15.360,fulltime,contrato_temporal,emp_ext_cli_ext (puede tener también clientes en PY),Sector financiero,dev / software eng,11 - 15,Senior,Senior,Bachillerato,No aplica (para nivel bachiller),más de 6000,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres",Igual,Desarrollo web con Python (backend y/o frontend),11 - 20,No,Remuneración económica,Espacio para crecimiento profesional,Sí,Más de 10 veces al año,El idioma,,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
45,2022-09-15 10:55:05.015,fulltime,r_dependencia,emp_local_cli_local,dev. productos propios,SysAdmin,11 - 15,Senior,Senior,Grado,Universidad privada del Paraguay,2501 - 3000,"Seguro médico, Jubilación, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Administración de servidores y/o infraestructura on premises,11 - 20,Sí,Modalidad de trabajo remota o híbrida,Oportunidad de crecimiento económico,No,3 a 5 veces al año,La experiencia previa,No trabajo para el exterior.,"Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.",No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
46,2022-09-15 10:56:42.221,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,7.0,Senior,Senior,Maestría,Universidad privada del Paraguay,2501 - 3000,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros), Udemy, cursos de ingles",Igual,Desarrollo web con php (backend y/o frontend),no sé,Sí,Oportunidad de aprendizaje,Remuneración inmediata,Sí,Más de 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",La falta de experiencia en herramientas o metodologías específicas.,Poder leer materiales técnicos
47,2022-09-15 10:57:34.425,fulltime,r_dependencia,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,3.0,Semi-senior,Semi-senior,Bachillerato,No aplica (para nivel bachiller),1501 - 2000,Trabajo remoto,Mayor,Mobile Híbrido,menos de 5,No,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,Sí,6 a 10 veces al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
